source_university,yop_kodu,year,program,tercih_sayisi
fsm,201410189,2025,Yapay Zeka Ve Veri Mühendisliği,24
fsm,201410189,2025,Yazılım Geliştirme,4
fsm,201410189,2025,Yazılım Geliştirme (yüksekokul),1
fsm,201410189,2025,Yazılım Mühendisliği,82
fsm,201410189,2025,Çevre Mühendisliği,1
fsm,201410171,2025,Bilgi Güvenliği Teknolojisi,1
fsm,201410171,2025,Bilgisayar Mühendisliği,91
fsm,201410171,2025,Bilgisayar Ve Öğretim Teknolojileri Öğretmenliği,1
fsm,201410171,2025,Biyomedikal Mühendisliği,1
fsm,201410171,2025,Biyomühendislik,1
fsm,201410171,2025,Diş Hekimliği,1
fsm,201410171,2025,Eczacılık,21
fsm,201410171,2025,Elektrik-elektronik Mühendisliği,34
fsm,201410171,2025,Endüstri Mühendisliği,9
fsm,201410171,2025,Enerji Sistemleri Mühendisliği,1
fsm,201410171,2025,Gemi İnşaatı Ve Gemi Makineleri Mühendisliği,6
fsm,201410171,2025,Gemi Makineleri İşletme Mühendisliği,1
fsm,201410171,2025,Gemi Ve Deniz Teknolojisi Mühendisliği,3
fsm,201410171,2025,Harita Mühendisliği,2
fsm,201410171,2025,Havacılık Elektrik Ve Elektroniği,1
fsm,201410171,2025,Havacılık Ve Uzay Mühendisliği,1
fsm,201410171,2025,Hemşirelik,4
fsm,201410171,2025,İklim Bilimi Ve Meteoroloji Mühendisliği,1
fsm,201410171,2025,İnşaat Mühendisliği,9
fsm,201410171,2025,İstatistik,1
fsm,201410171,2025,Kimya Mühendisliği,5
fsm,201410171,2025,Makine Mühendisliği,12
fsm,201410171,2025,Matematik,3
fsm,201410171,2025,Mekatronik Mühendisliği,10
fsm,201410171,2025,Metalurji Ve Malzeme Mühendisliği,3
fsm,201410171,2025,Mimarlık,9
fsm,201410171,2025,Pilotaj (yüksekokul),1
fsm,201410171,2025,Siber Güvenlik Mühendisliği,3
fsm,201410171,2025,Uçak Gövde Ve Motor Bakımı,1
fsm,201410171,2025,Uçak Mühendisliği,3
fsm,201410171,2025,Veri Bilimi Ve Analitiği,1
fsm,201410171,2025,Yapay Zeka Mühendisliği,1
fsm,201410171,2025,Yapay Zeka Ve Makine Öğrenmesi,1
fsm,201410171,2025,Yapay Zeka Ve Veri Mühendisliği,15
fsm,201410171,2025,Yazılım Geliştirme,2
fsm,201410171,2025,Yazılım Mühendisliği,22
fsm,201410171,2025,Çevre Mühendisliği,1
fsm,201490157,2025,Antropoloji,5
fsm,201490157,2025,Arkeoloji,1
fsm,201490157,2025,Bilgi Ve Belge Yönetimi,4
fsm,201490157,2025,Bilim Tarihi,15
fsm,201490157,2025,Dijital Oyun Tasarımı,1
fsm,201490157,2025,Ekonometri,1
fsm,201490157,2025,El Sanatları (m.t.o.k),1
fsm,201490157,2025,Felsefe,1
fsm,201490157,2025,Film Tasarımı Ve Yönetimi,1
fsm,201490157,2025,Grafik Sanatlar (açıköğretim),1
fsm,201490157,2025,Grafik Tasarımı,1
fsm,201490157,2025,Görsel İletişim Tasarımı,2
fsm,201490157,2025,Halkla İlişkiler Ve Reklamcılık,2
fsm,201490157,2025,Havacılık Yönetimi,5
fsm,201490157,2025,İlahiyat,4
fsm,201490157,2025,İç Mimarlık,2
fsm,201490157,2025,İşletme,2
fsm,201490157,2025,Klasik Arkeoloji,1
fsm,201490157,2025,Kuyumculuk Ve Mücevher Tasarımı,1
fsm,201490157,2025,Kültür Varlıklarını Koruma Ve Onarım,3
fsm,201490157,2025,Moleküler Biyoloji Ve Genetik,2
fsm,201490157,2025,Protohistorya Ve Ön Asya Arkeolojisi,3
fsm,201490157,2025,Psikoloji,4
fsm,201490157,2025,Sanat Tarihi,1
fsm,201490157,2025,Sağlık Yönetimi,1
fsm,201490157,2025,Sosyoloji (açıköğretim),1
fsm,201490157,2025,Tarih,1
fsm,201490157,2025,Tarih Öncesi Arkeolojisi,3
fsm,201490157,2025,Turizm Ve Gastronomi Yönetimi Programları,2
fsm,201490157,2025,Türk Dili Ve Edebiyatı,1
fsm,201490157,2025,Uluslararası İlişkiler,1
fsm,201490157,2025,Çocuk Gelişimi,2
fsm,201490157,2025,Şehir Ve Bölge Planlama,2
fsm,201410453,2025,Aktüerya Bilimleri,1
fsm,201410453,2025,Antropoloji,13
fsm,201410453,2025,Arkeoloji,4
fsm,201410453,2025,Bankacılık,1
fsm,201410453,2025,Bankacılık Ve Sigortacılık,2
fsm,201410453,2025,Basım Teknolojileri,1
fsm,201410453,2025,Bilgi Ve Belge Yönetimi,36
fsm,201410453,2025,Bilim Tarihi,60
fsm,201410453,2025,Coğrafya,3
fsm,201410453,2025,Coğrafya (açıköğretim),1
fsm,201410453,2025,Ekonomi,4
fsm,201410453,2025,Ekonomi Ve Finans,3
fsm,201410453,2025,Felsefe,24
fsm,201410453,2025,Finans Ve Bankacılık,2
fsm,201410453,2025,Gastronomi Ve Mutfak Sanatları,9
fsm,201410453,2025,Gastronomi Ve Mutfak Sanatları (yüksekokul),1
fsm,201410453,2025,Gazetecilik,8
fsm,201410453,2025,Gerontoloji,2
fsm,201410453,2025,Grafik,1
fsm,201410453,2025,Grafik Tasarımı,3
fsm,201410453,2025,Görsel İletişim Tasarımı,5
fsm,201410453,2025,Halkla İlişkiler Ve Reklamcılık,5
fsm,201410453,2025,Halkla İlişkiler Ve Tanıtım,5
fsm,201410453,2025,Havacılık Yönetimi,3
fsm,201410453,2025,İktisat,6
fsm,201410453,2025,İktisat (açıköğretim),1
fsm,201410453,2025,İlahiyat,1
fsm,201410453,2025,İnsan Kaynakları Yönetimi,2
fsm,201410453,2025,İş Sağlığı Ve Güvenliği,1
fsm,201410453,2025,İşletme,17
fsm,201410453,2025,İşletme (açıköğretim),2
fsm,201410453,2025,Kamu Yönetimi (açıköğretim),1
fsm,201410453,2025,Klasik Arkeoloji,4
fsm,201410453,2025,Kuyumculuk Ve Mücevher Tasarımı,2
fsm,201410453,2025,Kültür Varlıklarını Koruma Ve Onarım,15
fsm,201410453,2025,Kültür Varlıklarını Koruma Ve Onarım (yüksekokul),4
fsm,201410453,2025,Lojistik Yönetimi,4
fsm,201410453,2025,Maliye,2
fsm,201410453,2025,Muhasebe Ve Finans Yönetimi,1
fsm,201410453,2025,Müzecilik,14
fsm,201410453,2025,Okul Öncesi Öğretmenliği,6
fsm,201410453,2025,Pazarlama,1
fsm,201410453,2025,Protohistorya Ve Ön Asya Arkeolojisi,9
fsm,201410453,2025,Psikoloji,11
fsm,201410453,2025,"Radyo, Televizyon Ve Sinema",13
fsm,201410453,2025,Reklamcılık,2
fsm,201410453,2025,Sanat Tarihi,12
fsm,201410453,2025,Sanat Ve Kültür Yönetimi,1
fsm,201410453,2025,Saç Ve Güzellik Uygulamaları,1
fsm,201410453,2025,Sağlık Yönetimi,20
fsm,201410453,2025,Sağlık Yönetimi (açıköğretim),2
fsm,201410453,2025,Sermaye Piyasası,3
fsm,201410453,2025,Sigortacılık,1
fsm,201410453,2025,Sinema Ve Televizyon,1
fsm,201410453,2025,Siyaset Bilimi Ve Kamu Yönetimi,6
fsm,201410453,2025,Siyaset Bilimi Ve Uluslararası İlişkiler,3
fsm,201410453,2025,Siyaset Bilimi Ve Uluslararası İlişkiler (açıköğretim),1
fsm,201410453,2025,Sosyal Hizmet,21
fsm,201410453,2025,Sosyal Hizmet (yüksekokul),2
fsm,201410453,2025,Sosyoloji,13
fsm,201410453,2025,Spor Yöneticiliği,6
fsm,201410453,2025,Spor Yöneticiliği (yüksekokul),1
fsm,201410453,2025,Tarih,16
fsm,201410453,2025,Tarih (açıköğretim),1
fsm,201410453,2025,Tarih Öncesi Arkeolojisi,13
fsm,201410453,2025,Tekstil Ve Moda Tasarımı,2
fsm,201410453,2025,Televizyon Haberciliği Ve Programcılığı,3
fsm,201410453,2025,Turizm İşletmeciliği,4
fsm,201410453,2025,Turizm Ve Gastronomi Yönetimi Programları,6
fsm,201410453,2025,Türk Dili Ve Edebiyatı,7
fsm,201410453,2025,Türk Dili Ve Edebiyatı Öğretmenliği,1
fsm,201410453,2025,Uluslararası İlişkiler,11
fsm,201410453,2025,Uluslararası Ticaret Ve Finansman,1
fsm,201410453,2025,Uluslararası Ticaret Ve İşletmecilik,2
fsm,201410453,2025,Uluslararası Ticaret Ve Lojistik,2
fsm,201410453,2025,Uluslararası Ticaret Ve Lojistik (açıköğretim),1
fsm,201410453,2025,Urdu Dili Ve Edebiyatı,1
fsm,201410453,2025,Yazılım Geliştirme,2
fsm,201410453,2025,Yeni Medya Ve İletişim,4
fsm,201410453,2025,Yerel Yönetimler,3
fsm,201410453,2025,Yönetim Bilişim Sistemleri,11
fsm,201410453,2025,Yönetim Bilişim Sistemleri (açıköğretim),1
fsm,201410453,2025,Çalışma Ekonomisi Ve Endüstri İlişkileri,2
fsm,201410453,2025,Çağdaş Türk Lehçeleri Ve Edebiyatları,5
fsm,201410665,2025,Aktüerya Bilimleri,2
fsm,201410665,2025,Beslenme Ve Diyetetik,2
fsm,201410665,2025,Bilgisayar Mühendisliği,29
fsm,201410665,2025,Bilgisayar Mühendisliği (m.t.o.k),3
fsm,201410665,2025,Bilişim Sistemleri Mühendisliği,1
fsm,201410665,2025,Biyoloji,2
fsm,201410665,2025,Biyoloji Öğretmenliği,1
fsm,201410665,2025,Biyomedikal Mühendisliği,5
fsm,201410665,2025,Biyomühendislik,1
fsm,201410665,2025,Dil Ve Konuşma Terapisi,1
fsm,201410665,2025,Elektrik Mühendisliği,4
fsm,201410665,2025,Elektrik-elektronik Mühendisliği,156
fsm,201410665,2025,Endüstri Mühendisliği,14
fsm,201410665,2025,Endüstriyel Tasarım,4
fsm,201410665,2025,Fizik Mühendisliği,1
fsm,201410665,2025,Gemi Makineleri İşletme Mühendisliği,1
fsm,201410665,2025,Harita Mühendisliği,5
fsm,201410665,2025,Havacılık Elektrik Ve Elektroniği (yüksekokul),1
fsm,201410665,2025,Havacılık Ve Uzay Mühendisliği,3
fsm,201410665,2025,İlköğretim Matematik Öğretmenliği,2
fsm,201410665,2025,İnşaat Mühendisliği,10
fsm,201410665,2025,İç Mimarlık,10
fsm,201410665,2025,Jeofizik Mühendisliği,1
fsm,201410665,2025,Kimya Mühendisliği,1
fsm,201410665,2025,Kontrol Ve Otomasyon Mühendisliği,3
fsm,201410665,2025,Maden Mühendisliği,1
fsm,201410665,2025,Makine Mühendisliği,31
fsm,201410665,2025,Mekatronik Mühendisliği,2
fsm,201410665,2025,Mekatronik Mühendisliği (m.t.o.k),1
fsm,201410665,2025,Metalurji Ve Malzeme Mühendisliği,1
fsm,201410665,2025,Metalurji Ve Malzeme Mühendisliği (m.t.o.k),1
fsm,201410665,2025,Mimarlık,3
fsm,201410665,2025,Orman Endüstrisi Mühendisliği,2
fsm,201410665,2025,Orman Mühendisliği,2
fsm,201410665,2025,Otomotiv Mühendisliği,3
fsm,201410665,2025,Otomotiv Mühendisliği (m.t.o.k),1
fsm,201410665,2025,Peyzaj Mimarlığı,3
fsm,201410665,2025,Siber Güvenlik Mühendisliği,2
fsm,201410665,2025,Su Bilimleri Ve Mühendisliği,1
fsm,201410665,2025,Uçak Bakım Ve Onarım,2
fsm,201410665,2025,Uçak Bakım Ve Onarım (yüksekokul),3
fsm,201410665,2025,Veri Bilimi Ve Analitiği,1
fsm,201410665,2025,Veteriner,1
fsm,201410665,2025,Yapay Zeka Mühendisliği,2
fsm,201410665,2025,Yapay Zeka Ve Makine Öğrenmesi,1
fsm,201410665,2025,Yapay Zeka Ve Veri Mühendisliği,8
fsm,201410665,2025,Yazılım Mühendisliği,18
fsm,201410665,2025,Çevre Mühendisliği,2
fsm,201410665,2025,Şehir Ve Bölge Planlama,4
fsm,201410656,2025,Bilgisayar Mühendisliği,13
fsm,201410656,2025,Biyomedikal Mühendisliği,4
fsm,201410656,2025,Biyomühendislik,1
fsm,201410656,2025,Eczacılık,12
fsm,201410656,2025,Elektrik Mühendisliği,1
fsm,201410656,2025,Elektrik-elektronik Mühendisliği,76
fsm,201410656,2025,Elektrik-elektronik Mühendisliği (m.t.o.k),1
fsm,201410656,2025,Elektronik Mühendisliği,1
fsm,201410656,2025,Elektronik Ve Haberleşme Mühendisliği,1
fsm,201410656,2025,Endüstri Mühendisliği,5
fsm,201410656,2025,Endüstriyel Tasarım,4
fsm,201410656,2025,Havacılık Elektrik Ve Elektroniği,2
fsm,201410656,2025,Havacılık Ve Uzay Mühendisliği,2
fsm,201410656,2025,İlköğretim Matematik Öğretmenliği,2
fsm,201410656,2025,İnşaat Mühendisliği,2
fsm,201410656,2025,İstatistik,1
fsm,201410656,2025,İç Mimarlık,2
fsm,201410656,2025,Kimya Mühendisliği,2
fsm,201410656,2025,Makine Mühendisliği,8
fsm,201410656,2025,Makine Mühendisliği (m.t.o.k),1
fsm,201410656,2025,Mekatronik Mühendisliği,8
fsm,201410656,2025,Mekatronik Mühendisliği (m.t.o.k),1
fsm,201410656,2025,Metalurji Ve Malzeme Mühendisliği,11
fsm,201410656,2025,Mimarlık,3
fsm,201410656,2025,Siber Güvenlik Mühendisliği,1
fsm,201410656,2025,Uçak Mühendisliği,5
fsm,201410656,2025,Veri Bilimi Ve Analitiği,2
fsm,201410656,2025,Yapay Zeka Ve Veri Mühendisliği,9
fsm,201410656,2025,Yazılım Mühendisliği,2
fsm,201490290,2025,Arkeoloji,2
fsm,201490290,2025,Beslenme Ve Diyetetik,7
fsm,201490290,2025,Dijital Oyun Tasarımı,2
fsm,201490290,2025,Ekonometri,1
fsm,201490290,2025,Ekonomi,2
fsm,201490290,2025,Ekonomi Ve Finans,1
fsm,201490290,2025,Elektronik Ticaret Ve Yönetimi,3
fsm,201490290,2025,Endüstriyel Tasarım,9
fsm,201490290,2025,Finans Ve Bankacılık,1
fsm,201490290,2025,Fizyoterapi Ve Rehabilitasyon,8
fsm,201490290,2025,Gastronomi Ve Mutfak Sanatları,1
fsm,201490290,2025,Gazetecilik,7
fsm,201490290,2025,Grafik,5
fsm,201490290,2025,Grafik Tasarımı,95
fsm,201490290,2025,Görsel İletişim Tasarımı,16
fsm,201490290,2025,Halkla İlişkiler Ve Reklamcılık,4
fsm,201490290,2025,Halkla İlişkiler Ve Reklamcılık (yüksekokul),2
fsm,201490290,2025,Halkla İlişkiler Ve Tanıtım,1
fsm,201490290,2025,Havacılık Yönetimi,12
fsm,201490290,2025,Hemşirelik,8
fsm,201490290,2025,Hemşirelik (yüksekokul),1
fsm,201490290,2025,İktisat,10
fsm,201490290,2025,İletişim Tasarımı Ve Yönetimi,1
fsm,201490290,2025,İngilizce Mütercim Ve Tercümanlık,1
fsm,201490290,2025,İç Mimarlık,10
fsm,201490290,2025,İç Mimarlık Ve Çevre Tasarımı,25
fsm,201490290,2025,İşletme,21
fsm,201490290,2025,İşletme (açıköğretim),2
fsm,201490290,2025,Kamu Yönetimi,3
fsm,201490290,2025,Klasik Arkeoloji,1
fsm,201490290,2025,Kültür Varlıklarını Koruma Ve Onarım,3
fsm,201490290,2025,Medya Ve Görsel Sanatlar,2
fsm,201490290,2025,Medya Ve İletişim,1
fsm,201490290,2025,Moleküler Biyoloji Ve Genetik,1
fsm,201490290,2025,Müzecilik,1
fsm,201490290,2025,Odyoloji,1
fsm,201490290,2025,Okul Öncesi Öğretmenliği,1
fsm,201490290,2025,Protohistorya Ve Ön Asya Arkeolojisi,1
fsm,201490290,2025,Psikoloji,3
fsm,201490290,2025,"Radyo, Televizyon Ve Sinema",7
fsm,201490290,2025,Sanat Tarihi,2
fsm,201490290,2025,Sağlık Yönetimi,1
fsm,201490290,2025,Siyaset Bilimi Ve Kamu Yönetimi,4
fsm,201490290,2025,Siyaset Bilimi Ve Kamu Yönetimi (açıköğretim),1
fsm,201490290,2025,Siyaset Bilimi Ve Uluslararası İlişkiler (açıköğretim),1
fsm,201490290,2025,Uluslararası İlişkiler,5
fsm,201490290,2025,Uluslararası Ticaret,1
fsm,201490290,2025,Uluslararası Ticaret Ve Finansman,7
fsm,201490290,2025,Uluslararası Ticaret Ve Finansman (yüksekokul),2
fsm,201490290,2025,Uluslararası Ticaret Ve İşletmecilik,9
fsm,201490290,2025,Uluslararası Ticaret Ve İşletmecilik (yüksekokul),1
fsm,201490290,2025,Uluslararası Ticaret Ve Lojistik,6
fsm,201490290,2025,Veri Bilimi Ve Analitiği,1
fsm,201490290,2025,Yapay Zeka Ve Makine Öğrenmesi,1
fsm,201490290,2025,Yeni Medya Ve İletişim,7
fsm,201490290,2025,Yönetim Bilişim Sistemleri,11
fsm,201490290,2025,Çalışma Ekonomisi Ve Endüstri İlişkileri,4
fsm,201490290,2025,Çizgi Film Ve Animasyon,6
fsm,201490276,2025,Beslenme Ve Diyetetik,5
fsm,201490276,2025,Bilgisayar Mühendisliği,6
fsm,201490276,2025,Ekonomi Ve Finans,1
fsm,201490276,2025,Fizik,1
fsm,201490276,2025,Fizyoterapi Ve Rehabilitasyon,1
fsm,201490276,2025,Fotoğraf Ve Video,1
fsm,201490276,2025,Grafik Tasarımı,36
fsm,201490276,2025,Görsel İletişim Tasarımı,7
fsm,201490276,2025,Havacılık Yönetimi,6
fsm,201490276,2025,İktisat,5
fsm,201490276,2025,İlahiyat,3
fsm,201490276,2025,İletişim Ve Tasarımı,1
fsm,201490276,2025,İç Mimarlık,1
fsm,201490276,2025,İç Mimarlık Ve Çevre Tasarımı,22
fsm,201490276,2025,İşletme,7
fsm,201490276,2025,Lojistik Yönetimi,1
fsm,201490276,2025,Medya Ve Görsel Sanatlar,1
fsm,201490276,2025,Moleküler Biyoloji Ve Genetik,1
fsm,201490276,2025,Okul Öncesi Öğretmenliği,3
fsm,201490276,2025,Psikoloji,4
fsm,201490276,2025,Rehberlik Ve Psikolojik Danışmanlık,3
fsm,201490276,2025,Sağlık Yönetimi,3
fsm,201490276,2025,Yapay Zeka Ve Veri Mühendisliği,1
fsm,201490276,2025,Yönetim Bilişim Sistemleri,3
fsm,201490276,2025,Çizgi Film Ve Animasyon,1
fsm,201490276,2025,Çocuk Gelişimi,2
fsm,201490241,2025,Acil Yardım Ve Afet Yönetimi (yüksekokul),1
fsm,201490241,2025,Adli Bilimler,1
fsm,201490241,2025,Almanca Mütercim Ve Tercümanlık,1
fsm,201490241,2025,Amerikan Kültürü Ve Edebiyatı,1
fsm,201490241,2025,Beslenme Ve Diyetetik,6
fsm,201490241,2025,Biyosistem Mühendisliği,3
fsm,201490241,2025,Denizcilik İşletmeleri Yönetimi,4
fsm,201490241,2025,Dijital Oyun Tasarımı,2
fsm,201490241,2025,Ebelik,4
fsm,201490241,2025,Ekonometri,1
fsm,201490241,2025,Ekonomi Ve Finans,2
fsm,201490241,2025,Endüstriyel Tasarım,4
fsm,201490241,2025,Endüstriyel Tasarım (yüksekokul),1
fsm,201490241,2025,Finans Ve Bankacılık,2
fsm,201490241,2025,Finans Ve Bankacılık (yüksekokul),1
fsm,201490241,2025,Fizyoterapi Ve Rehabilitasyon,14
fsm,201490241,2025,Gazetecilik,2
fsm,201490241,2025,Grafik Tasarımı,2
fsm,201490241,2025,Görsel İletişim Tasarımı,1
fsm,201490241,2025,Halkla İlişkiler Ve Reklamcılık,5
fsm,201490241,2025,Halkla İlişkiler Ve Tanıtım,1
fsm,201490241,2025,Havacılık Elektrik Ve Elektroniği,3
fsm,201490241,2025,Havacılık Yönetimi,258
fsm,201490241,2025,Havacılık Yönetimi (yüksekokul),16
fsm,201490241,2025,Hemşirelik,35
fsm,201490241,2025,Hemşirelik (yüksekokul),2
fsm,201490241,2025,İktisat,12
fsm,201490241,2025,İngilizce Mütercim Ve Tercümanlık,4
fsm,201490241,2025,İngilizce Öğretmenliği,2
fsm,201490241,2025,İç Mimarlık,8
fsm,201490241,2025,İç Mimarlık Ve Çevre Tasarımı,18
fsm,201490241,2025,İş Sağlığı Ve Güvenliği,1
fsm,201490241,2025,İşletme,28
fsm,201490241,2025,Kamu Yönetimi,1
fsm,201490241,2025,Kuyumculuk Ve Mücevher Tasarımı,1
fsm,201490241,2025,Lojistik Yönetimi,13
fsm,201490241,2025,Maliye,15
fsm,201490241,2025,Medya Ve İletişim,2
fsm,201490241,2025,Moda Tasarımı (m.t.o.k),1
fsm,201490241,2025,Moleküler Biyoloji Ve Genetik,6
fsm,201490241,2025,Odyoloji,3
fsm,201490241,2025,Pilotaj,2
fsm,201490241,2025,Pilotaj (yüksekokul),1
fsm,201490241,2025,Psikoloji,8
fsm,201490241,2025,"Radyo, Televizyon Ve Sinema",10
fsm,201490241,2025,Reklamcılık,1
fsm,201490241,2025,Sağlık Yönetimi,9
fsm,201490241,2025,Sigortacılık,2
fsm,201490241,2025,Siyaset Bilimi Ve Kamu Yönetimi,6
fsm,201490241,2025,Siyaset Bilimi Ve Uluslararası İlişkiler,10
fsm,201490241,2025,Spor Yöneticiliği,3
fsm,201490241,2025,Tarih Öncesi Arkeolojisi,1
fsm,201490241,2025,Tarımsal Biyoteknoloji,1
fsm,201490241,2025,Turizm İşletmeciliği,6
fsm,201490241,2025,Turizm İşletmeciliği (yüksekokul),2
fsm,201490241,2025,Uluslararası İlişkiler,12
fsm,201490241,2025,Uluslararası Ticaret Ve Finansman,5
fsm,201490241,2025,Uluslararası Ticaret Ve Finansman (yüksekokul),1
fsm,201490241,2025,Uluslararası Ticaret Ve İşletmecilik,4
fsm,201490241,2025,Uluslararası Ticaret Ve İşletmecilik (yüksekokul),1
fsm,201490241,2025,Uluslararası Ticaret Ve Lojistik,5
fsm,201490241,2025,Uçak Gövde Ve Motor Bakımı,2
fsm,201490241,2025,Veri Bilimi Ve Analitiği,1
fsm,201490241,2025,Yapay Zeka Ve Makine Öğrenmesi,1
fsm,201490241,2025,Yeni Medya Ve İletişim,7
fsm,201490241,2025,Yönetim Bilişim Sistemleri,28
fsm,201490241,2025,Çalışma Ekonomisi Ve Endüstri İlişkileri,3
fsm,201490241,2025,Çocuk Gelişimi,6
fsm,201490241,2025,Şehir Ve Bölge Planlama,1
fsm,201490234,2025,Denizcilik İşletmeleri Yönetimi,1
fsm,201490234,2025,Havacılık Yönetimi,67
fsm,201490234,2025,Havacılık Yönetimi (yüksekokul),4
fsm,201490234,2025,İktisat,24
fsm,201490234,2025,İlahiyat,1
fsm,201490234,2025,İç Mimarlık Ve Çevre Tasarımı,13
fsm,201490234,2025,İşletme,37
fsm,201490234,2025,Lojistik Yönetimi,6
fsm,201490234,2025,Maliye,3
fsm,201490234,2025,Okul Öncesi Öğretmenliği,1
fsm,201490234,2025,Rehberlik Ve Psikolojik Danışmanlık,8
fsm,201490234,2025,Sağlık Yönetimi,3
fsm,201490234,2025,Sınıf Öğretmenliği,14
fsm,201490234,2025,Siyaset Bilimi Ve Uluslararası İlişkiler,1
fsm,201490234,2025,Uluslararası İlişkiler,2
fsm,201490234,2025,Uluslararası Ticaret Ve Finansman,2
fsm,201490234,2025,Uluslararası Ticaret Ve İşletmecilik,1
fsm,201490234,2025,Uluslararası Ticaret Ve Lojistik,1
fsm,201490234,2025,Yönetim Bilişim Sistemleri,15
fsm,201490234,2025,Özel Eğitim Öğretmenliği,9
fsm,201490136,2025,Adli Bilimler,1
fsm,201490136,2025,Beslenme Ve Diyetetik,11
fsm,201490136,2025,Bilgisayar Mühendisliği,1
fsm,201490136,2025,Denizcilik İşletmeleri Yönetimi,1
fsm,201490136,2025,Ebelik,1
fsm,201490136,2025,Eczacılık,1
fsm,201490136,2025,Ekonometri,1
fsm,201490136,2025,Ekonomi,1
fsm,201490136,2025,Ekonomi Ve Finans,4
fsm,201490136,2025,Elektrik-elektronik Mühendisliği,3
fsm,201490136,2025,Finans Ve Bankacılık,2
fsm,201490136,2025,Fizyoterapi Ve Rehabilitasyon,3
