source_university,yop_kodu,year,universite,tercih_sayisi,university_type
halic,201990481,2023,GAZİ ÜNİVERSİTESİ,1,devlet
halic,201990481,2023,GEBZE TEKNİK ÜNİVERSİTESİ,3,devlet
halic,201990481,2023,İSTANBUL MEDENİYET ÜNİVERSİTESİ,3,devlet
halic,201990481,2023,İSTANBUL TEKNİK ÜNİVERSİTESİ,4,devlet
halic,201990481,2023,İSTANBUL ÜNİVERSİTESİ,8,devlet
halic,201990481,2023,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,3,devlet
halic,201990481,2023,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,1,devlet
halic,201990481,2023,KOCAELİ ÜNİVERSİTESİ,2,devlet
halic,201990481,2023,MARMARA ÜNİVERSİTESİ,10,devlet
halic,201990481,2023,SAKARYA ÜNİVERSİTESİ,2,devlet
halic,201990481,2023,SELÇUK ÜNİVERSİTESİ,1,devlet
halic,201990481,2023,TÜRK-ALMAN ÜNİVERSİTESİ,1,devlet
halic,201990481,2023,YILDIZ TEKNİK ÜNİVERSİTESİ,4,devlet
halic,201990481,2023,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,ALTINBAŞ ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,ANKARA BİLİM ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,ANKARA MEDİPOL ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,ATILIM ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,BAŞKENT ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,BEYKOZ ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,BİRUNİ ÜNİVERSİTESİ,9,vakif
halic,201990481,2023,ÇANKAYA ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,DOĞUŞ ÜNİVERSİTESİ,5,vakif
halic,201990481,2023,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,5,vakif
halic,201990481,2023,FENERBAHÇE ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,HALİÇ ÜNİVERSİTESİ,17,vakif
halic,201990481,2023,IŞIK ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,İSTANBUL AREL ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,İSTANBUL ATLAS ÜNİVERSİTESİ,5,vakif
halic,201990481,2023,İSTANBUL AYDIN ÜNİVERSİTESİ,6,vakif
halic,201990481,2023,İSTANBUL BEYKENT ÜNİVERSİTESİ,7,vakif
halic,201990481,2023,İSTANBUL GEDİK ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,İSTANBUL GELİŞİM ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,İSTANBUL MEDİPOL ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,İSTANBUL OKAN ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,İSTANBUL TİCARET ÜNİVERSİTESİ,3,vakif
halic,201990481,2023,İSTİNYE ÜNİVERSİTESİ,10,vakif
halic,201990481,2023,KADİR HAS ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,MALTEPE ÜNİVERSİTESİ,6,vakif
halic,201990481,2023,MEF ÜNİVERSİTESİ,1,vakif
halic,201990481,2023,OSTİM TEKNİK ÜNİVERSİTESİ,2,vakif
halic,201990481,2023,ÜSKÜDAR ÜNİVERSİTESİ,6,vakif
halic,201990481,2024,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,ATATÜRK ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,BALIKESİR ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,BURSA TEKNİK ÜNİVERSİTESİ,5,devlet
halic,201990481,2024,BURSA ULUDAĞ ÜNİVERSİTESİ,4,devlet
halic,201990481,2024,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,3,devlet
halic,201990481,2024,ÇUKUROVA ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,DOKUZ EYLÜL ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,DÜZCE ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,GALATASARAY ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,GEBZE TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,HACETTEPE ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,İNÖNÜ ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,İSTANBUL MEDENİYET ÜNİVERSİTESİ,3,devlet
halic,201990481,2024,İSTANBUL TEKNİK ÜNİVERSİTESİ,5,devlet
halic,201990481,2024,İSTANBUL ÜNİVERSİTESİ,4,devlet
halic,201990481,2024,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,10,devlet
halic,201990481,2024,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,3,devlet
halic,201990481,2024,KARADENİZ TEKNİK ÜNİVERSİTESİ,4,devlet
halic,201990481,2024,KOCAELİ ÜNİVERSİTESİ,2,devlet
halic,201990481,2024,KONYA TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,MARMARA ÜNİVERSİTESİ,9,devlet
halic,201990481,2024,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,SAKARYA ÜNİVERSİTESİ,5,devlet
halic,201990481,2024,TRAKYA ÜNİVERSİTESİ,1,devlet
halic,201990481,2024,YILDIZ TEKNİK ÜNİVERSİTESİ,7,devlet
halic,201990481,2024,ALTINBAŞ ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,ANKARA BİLİM ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,ATILIM ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,BEYKOZ ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,BİRUNİ ÜNİVERSİTESİ,6,vakif
halic,201990481,2024,DOĞUŞ ÜNİVERSİTESİ,4,vakif
halic,201990481,2024,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,FENERBAHÇE ÜNİVERSİTESİ,4,vakif
halic,201990481,2024,HALİÇ ÜNİVERSİTESİ,16,vakif
halic,201990481,2024,IŞIK ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,İSTANBUL ATLAS ÜNİVERSİTESİ,7,vakif
halic,201990481,2024,İSTANBUL AYDIN ÜNİVERSİTESİ,9,vakif
halic,201990481,2024,İSTANBUL BEYKENT ÜNİVERSİTESİ,9,vakif
halic,201990481,2024,İSTANBUL BİLGİ ÜNİVERSİTESİ,4,vakif
halic,201990481,2024,İSTANBUL GALATA ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,İSTANBUL GELİŞİM ÜNİVERSİTESİ,10,vakif
halic,201990481,2024,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,İSTANBUL OKAN ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,İSTANBUL TİCARET ÜNİVERSİTESİ,3,vakif
halic,201990481,2024,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,İSTİNYE ÜNİVERSİTESİ,14,vakif
halic,201990481,2024,MALTEPE ÜNİVERSİTESİ,1,vakif
halic,201990481,2024,OSTİM TEKNİK ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,PİRİ REİS ÜNİVERSİTESİ,3,vakif
halic,201990481,2024,TÜRK HAVA KURUMU ÜNİVERSİTESİ,2,vakif
halic,201990481,2024,ÜSKÜDAR ÜNİVERSİTESİ,4,vakif
halic,201990481,2024,YEDİTEPE ÜNİVERSİTESİ,2,vakif
halic,201990483,2022,ADIYAMAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ANKARA ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,2,devlet
halic,201990483,2022,BURSA TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,DOKUZ EYLÜL ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ERCİYES ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990483,2022,GAZİ ÜNİVERSİTESİ,2,devlet
halic,201990483,2022,GEBZE TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990483,2022,HARRAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,İSTANBUL MEDENİYET ÜNİVERSİTESİ,5,devlet
halic,201990483,2022,İSTANBUL TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,İSTANBUL ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,6,devlet
halic,201990483,2022,İZMİR DEMOKRASİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,5,devlet
halic,201990483,2022,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,1,devlet
halic,201990483,2022,KOCAELİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,MARMARA ÜNİVERSİTESİ,12,devlet
halic,201990483,2022,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,1,devlet
halic,201990483,2022,YILDIZ TEKNİK ÜNİVERSİTESİ,8,devlet
halic,201990483,2022,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,ANKARA BİLİM ÜNİVERSİTESİ,2,vakif
halic,201990483,2022,ATILIM ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,BAHÇEŞEHİR ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,BAŞKENT ÜNİVERSİTESİ,2,vakif
halic,201990483,2022,DOĞUŞ ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,HALİÇ ÜNİVERSİTESİ,14,vakif
halic,201990483,2022,İSTANBUL AREL ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,İSTANBUL ATLAS ÜNİVERSİTESİ,5,vakif
halic,201990483,2022,İSTANBUL AYDIN ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,İSTANBUL GELİŞİM ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,4,vakif
halic,201990483,2022,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,4,vakif
halic,201990483,2022,İSTANBUL TİCARET ÜNİVERSİTESİ,4,vakif
halic,201990483,2022,İSTİNYE ÜNİVERSİTESİ,4,vakif
halic,201990483,2022,İZMİR EKONOMİ ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,MALTEPE ÜNİVERSİTESİ,4,vakif
halic,201990483,2022,MEF ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,NİŞANTAŞI ÜNİVERSİTESİ,1,vakif
halic,201990483,2022,OSTİM TEKNİK ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,TÜRK HAVA KURUMU ÜNİVERSİTESİ,2,vakif
halic,201990483,2022,ÜSKÜDAR ÜNİVERSİTESİ,5,vakif
halic,201990483,2022,YAŞAR ÜNİVERSİTESİ,3,vakif
halic,201990483,2022,YEDİTEPE ÜNİVERSİTESİ,3,vakif
halic,201990483,2023,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,BALIKESİR ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,2,devlet
halic,201990483,2023,BOĞAZİÇİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,BURSA TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990483,2023,DOKUZ EYLÜL ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,EGE ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,GAZİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,GEBZE TEKNİK ÜNİVERSİTESİ,3,devlet
halic,201990483,2023,İSTANBUL MEDENİYET ÜNİVERSİTESİ,4,devlet
halic,201990483,2023,İSTANBUL TEKNİK ÜNİVERSİTESİ,9,devlet
halic,201990483,2023,İSTANBUL ÜNİVERSİTESİ,2,devlet
halic,201990483,2023,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,2,devlet
halic,201990483,2023,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,KARADENİZ TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,MARMARA ÜNİVERSİTESİ,8,devlet
halic,201990483,2023,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,TÜRK-ALMAN ÜNİVERSİTESİ,6,devlet
halic,201990483,2023,YILDIZ TEKNİK ÜNİVERSİTESİ,5,devlet
halic,201990483,2023,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,1,devlet
halic,201990483,2023,ALTINBAŞ ÜNİVERSİTESİ,4,vakif
halic,201990483,2023,ANKARA MEDİPOL ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,ANTALYA BİLİM ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,BEYKOZ ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,DOĞUŞ ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,HALİÇ ÜNİVERSİTESİ,20,vakif
halic,201990483,2023,IŞIK ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,İSTANBUL AREL ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,İSTANBUL ATLAS ÜNİVERSİTESİ,3,vakif
halic,201990483,2023,İSTANBUL AYDIN ÜNİVERSİTESİ,4,vakif
halic,201990483,2023,İSTANBUL BEYKENT ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,İSTANBUL BİLGİ ÜNİVERSİTESİ,5,vakif
halic,201990483,2023,İSTANBUL ESENYURT ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,İSTANBUL GELİŞİM ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,3,vakif
halic,201990483,2023,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,İSTANBUL OKAN ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,4,vakif
halic,201990483,2023,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,5,vakif
halic,201990483,2023,İSTANBUL TİCARET ÜNİVERSİTESİ,4,vakif
halic,201990483,2023,İSTANBUL TOPKAPI ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,İSTİNYE ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,MALTEPE ÜNİVERSİTESİ,1,vakif
halic,201990483,2023,MEF ÜNİVERSİTESİ,3,vakif
halic,201990483,2023,PİRİ REİS ÜNİVERSİTESİ,2,vakif
halic,201990483,2023,ÜSKÜDAR ÜNİVERSİTESİ,5,vakif
halic,201990483,2024,AKDENİZ ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,AYDIN ADNAN MENDERES ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,BURSA TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,BURSA ULUDAĞ ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,ÇUKUROVA ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,DOKUZ EYLÜL ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,ERCİYES ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,3,devlet
halic,201990483,2024,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,İSTANBUL MEDENİYET ÜNİVERSİTESİ,7,devlet
halic,201990483,2024,İSTANBUL TEKNİK ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,7,devlet
halic,201990483,2024,İZMİR BAKIRÇAY ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,İZMİR DEMOKRASİ ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,4,devlet
halic,201990483,2024,İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,1,devlet
halic,201990483,2024,KARADENİZ TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,KONYA TEKNİK ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,MARMARA ÜNİVERSİTESİ,5,devlet
halic,201990483,2024,MERSİN ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,NECMETTİN ERBAKAN ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,PAMUKKALE ÜNİVERSİTESİ,1,devlet
halic,201990483,2024,SAKARYA ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,TÜRK-ALMAN ÜNİVERSİTESİ,2,devlet
halic,201990483,2024,YILDIZ TEKNİK ÜNİVERSİTESİ,4,devlet
halic,201990483,2024,ALTINBAŞ ÜNİVERSİTESİ,6,vakif
halic,201990483,2024,BAHÇEŞEHİR ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,BİRUNİ ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,FENERBAHÇE ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,HALİÇ ÜNİVERSİTESİ,10,vakif
halic,201990483,2024,IŞIK ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,İSTANBUL AREL ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,İSTANBUL ATLAS ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,İSTANBUL AYDIN ÜNİVERSİTESİ,9,vakif
halic,201990483,2024,İSTANBUL BEYKENT ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,İSTANBUL BİLGİ ÜNİVERSİTESİ,5,vakif
halic,201990483,2024,İSTANBUL GELİŞİM ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,4,vakif
halic,201990483,2024,İSTANBUL MEDİPOL ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,İSTANBUL OKAN ÜNİVERSİTESİ,6,vakif
halic,201990483,2024,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,İSTANBUL TİCARET ÜNİVERSİTESİ,5,vakif
halic,201990483,2024,İSTANBUL TOPKAPI ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,İSTİNYE ÜNİVERSİTESİ,10,vakif
halic,201990483,2024,İZMİR EKONOMİ ÜNİVERSİTESİ,1,vakif
halic,201990483,2024,KADİR HAS ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,MALTEPE ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,MEF ÜNİVERSİTESİ,3,vakif
halic,201990483,2024,OSTİM TEKNİK ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,PİRİ REİS ÜNİVERSİTESİ,4,vakif
halic,201990483,2024,ÜSKÜDAR ÜNİVERSİTESİ,5,vakif
halic,201990483,2024,YEDİTEPE ÜNİVERSİTESİ,2,vakif
halic,201990483,2024,GİRNE ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,1,devlet
halic,201990485,2022,BOĞAZİÇİ ÜNİVERSİTESİ,1,devlet
halic,201990485,2022,BURSA ULUDAĞ ÜNİVERSİTESİ,1,devlet
halic,201990485,2022,DOKUZ EYLÜL ÜNİVERSİTESİ,2,devlet
halic,201990485,2022,İSTANBUL MEDENİYET ÜNİVERSİTESİ,3,devlet
halic,201990485,2022,İSTANBUL ÜNİVERSİTESİ,14,devlet
halic,201990485,2022,İZMİR BAKIRÇAY ÜNİVERSİTESİ,2,devlet
halic,201990485,2022,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,1,devlet
halic,201990485,2022,MARMARA ÜNİVERSİTESİ,4,devlet
halic,201990485,2022,SAKARYA ÜNİVERSİTESİ,1,devlet
halic,201990485,2022,YILDIZ TEKNİK ÜNİVERSİTESİ,5,devlet
halic,201990485,2022,ALTINBAŞ ÜNİVERSİTESİ,3,vakif
halic,201990485,2022,ANKARA MEDİPOL ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,ATILIM ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,BAHÇEŞEHİR ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,BEYKENT ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,ÇANKAYA ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,DOĞUŞ ÜNİVERSİTESİ,3,vakif
halic,201990485,2022,HALİÇ ÜNİVERSİTESİ,14,vakif
halic,201990485,2022,IŞIK ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,İSTANBUL AREL ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,İSTANBUL AYDIN ÜNİVERSİTESİ,9,vakif
halic,201990485,2022,İSTANBUL BİLGİ ÜNİVERSİTESİ,6,vakif
halic,201990485,2022,İSTANBUL GEDİK ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,İSTANBUL GELİŞİM ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,İSTANBUL KENT ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,4,vakif
halic,201990485,2022,İSTANBUL MEDİPOL ÜNİVERSİTESİ,6,vakif
halic,201990485,2022,İSTANBUL OKAN ÜNİVERSİTESİ,3,vakif
halic,201990485,2022,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,İSTANBUL TİCARET ÜNİVERSİTESİ,5,vakif
halic,201990485,2022,İSTİNYE ÜNİVERSİTESİ,8,vakif
halic,201990485,2022,KADİR HAS ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,MALTEPE ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,NİŞANTAŞI ÜNİVERSİTESİ,3,vakif
halic,201990485,2022,PİRİ REİS ÜNİVERSİTESİ,2,vakif
halic,201990485,2022,TED ÜNİVERSİTESİ,1,vakif
halic,201990485,2022,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,3,vakif
halic,201990485,2022,YEDİTEPE ÜNİVERSİTESİ,1,vakif
halic,201990485,2023,AKDENİZ ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,ANADOLU ÜNİVERSİTESİ,2,devlet
halic,201990485,2023,BURSA ULUDAĞ ÜNİVERSİTESİ,3,devlet
halic,201990485,2023,DOKUZ EYLÜL ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,GALATASARAY ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,İSTANBUL ÜNİVERSİTESİ,5,devlet
halic,201990485,2023,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,1,devlet
halic,201990485,2023,İZMİR BAKIRÇAY ÜNİVERSİTESİ,2,devlet
halic,201990485,2023,İZMİR DEMOKRASİ ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,MARMARA ÜNİVERSİTESİ,9,devlet
halic,201990485,2023,SAKARYA ÜNİVERSİTESİ,1,devlet
halic,201990485,2023,YILDIZ TEKNİK ÜNİVERSİTESİ,5,devlet
halic,201990485,2023,BAHÇEŞEHİR ÜNİVERSİTESİ,3,vakif
halic,201990485,2023,DOĞUŞ ÜNİVERSİTESİ,1,vakif
halic,201990485,2023,HALİÇ ÜNİVERSİTESİ,15,vakif
halic,201990485,2023,İSTANBUL BİLGİ ÜNİVERSİTESİ,9,vakif
halic,201990485,2023,İSTANBUL MEDİPOL ÜNİVERSİTESİ,6,vakif
halic,201990485,2023,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,4,vakif
halic,201990485,2023,İSTANBUL TİCARET ÜNİVERSİTESİ,3,vakif
halic,201990485,2023,İSTANBUL TOPKAPI ÜNİVERSİTESİ,1,vakif
halic,201990485,2023,İSTİNYE ÜNİVERSİTESİ,2,vakif
halic,201990485,2023,KOÇ ÜNİVERSİTESİ,1,vakif
halic,201990485,2023,YEDİTEPE ÜNİVERSİTESİ,2,vakif
halic,201990485,2024,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,1,devlet
halic,201990485,2024,ALTINBAŞ ÜNİVERSİTESİ,1,devlet
